FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
chankliut_island-9458849-usa-noaa,Chankliut_Island,9458849,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.14670000,-158.10700000,Unspecified,1997/01/01 01:00:00,2002/07/30 20:00:00,3,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
scraggy_island-9451805-usa-noaa,Scraggy_Island,9451805,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  57.34000000,-135.70700000,Unspecified,2002/01/01 01:00:00,2004/06/09 16:00:00,3,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
the_summit-9451349-usa-noaa,The_Summit,9451349,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.68242000,-133.73690800,Unspecified,2006/01/01 01:00:00,2009/05/26 18:00:00,3,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
aberdeen-9441187-usa-noaa,Aberdeen,9441187,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  46.96830000,-123.85300000,Unspecified,2004/01/01 01:00:00,2005/12/14 17:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
miami_beach-8723178-usa-noaa,Miami_Beach,8723178,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.76330000, -80.13000000,Unspecified,1985/01/01 01:00:00,1986/12/01 13:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
miami-8723165-usa-noaa,Miami,8723165,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.77830000, -80.18500000,Unspecified,1985/01/01 01:00:00,1986/10/31 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
gen_dynamics_pier-8664022-usa-noaa,Gen_Dynamics_Pier,8664022,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  33.00830000, -79.92330000,Unspecified,1997/01/01 01:00:00,1998/12/15 11:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
corte_madera_creek-9414874-usa-noaa,Corte_Madera_Creek,9414874,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  37.94330000,-122.51300000,Unspecified,1977/01/01 01:00:00,1978/12/11 18:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
diego_ramirez_island-9952000-usa-noaa,Diego_Ramirez_Island,9952000,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov, -56.50830000, -68.71500000,Unspecified,1993/01/01 01:00:00,1994/09/18 11:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pass_christian_yacht_club-8746819-usa-noaa,Pass_Christian_Yacht_Club,8746819,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.31000000, -89.24500000,Unspecified,1979/01/01 01:00:00,1980/12/17 20:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
beaver_dam_creek-8532715-usa-noaa,Beaver_Dam_Creek,8532715,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.06170000, -74.06170000,Unspecified,1976/01/01 01:00:00,1977/08/29 15:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mare_island_strait-9415165-usa-noaa,Mare_Island_Strait,9415165,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.11170000,-122.27300000,Unspecified,1977/01/01 01:00:00,1978/10/17 20:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
easter_island-9962420-usa-noaa,Easter_Island,9962420,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov, -27.15000000,-109.44800000,Unspecified,1995/01/01 00:00:00,1996/09/30 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lagos-7641400-usa-noaa,Lagos,7641400,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,   6.42333000,   3.41167000,Unspecified,1994/01/01 01:00:00,1995/08/31 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
newburyport-8440466-usa-noaa,Newburyport,8440466,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  42.81500000, -70.87330000,Unspecified,1989/01/01 01:00:00,1990/09/11 15:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mantoloking-8532786-usa-noaa,Mantoloking,8532786,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.03670000, -74.05330000,Unspecified,1976/01/01 01:00:00,1977/07/20 16:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hollingsworth_point-8743081-usa-noaa,Hollingsworth_Point,8743081,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.38670000, -88.77330000,Unspecified,1979/01/01 01:00:00,1980/12/17 13:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
barnegat_pier-8533141-usa-noaa,Barnegat_Pier,8533141,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.91830000, -74.11000000,Unspecified,1976/01/01 01:00:00,1977/11/24 18:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ocean_beach-8532885-usa-noaa,Ocean_Beach,8532885,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.98830000, -74.06830000,Unspecified,1976/01/01 01:00:00,1977/07/20 16:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ocean_springs-8743495-usa-noaa,Ocean_Springs,8743495,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.42000000, -88.82830000,Unspecified,1979/01/01 01:00:00,1980/12/09 18:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
waccamaw_river_entrance-8662931-usa-noaa,Waccamaw_River_Entrance,8662931,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  33.36670000, -79.25500000,Unspecified,1977/01/01 01:00:00,1978/11/15 19:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
shinnecock_yacht_club-8512769-usa-noaa,Shinnecock_Yacht_Club,8512769,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.81860000, -72.58661000,Unspecified,1989/01/01 01:00:00,1990/10/28 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
patchogue-8514322-usa-noaa,Patchogue,8514322,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.75000000, -73.00000000,Unspecified,1989/01/01 01:00:00,1990/10/17 12:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
dauphin_island_hydro-8735181-usa-noaa,Dauphin_Island_Hydro,8735181,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.25131900, -88.07948600,Unspecified,2005/01/01 01:00:00,2006/08/31 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mullet_key-8726364-usa-noaa,Mullet_Key,8726364,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  27.61500000, -82.72670000,Unspecified,1990/01/01 01:00:00,1991/09/03 22:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pawleys_inlet-8662071-usa-noaa,Pawleys_Inlet,8662071,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  33.41170000, -79.13500000,Unspecified,1975/01/01 01:00:00,1976/12/21 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_reading-8531142-usa-noaa,Port_Reading,8531142,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.55500000, -74.24500000,Unspecified,2000/01/01 01:00:00,2001/09/28 08:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sayreville-8531390-usa-noaa,Sayreville,8531390,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.47830000, -74.35670000,Unspecified,1976/01/01 01:00:00,1977/05/06 16:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nut_island-8444525-usa-noaa,Nut_Island,8444525,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  42.28000000, -70.95330000,Unspecified,2000/01/01 01:00:00,2001/11/05 14:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cochino_pequeno-9653601-usa-noaa,Cochino_Pequeno,9653601,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  15.95330000, -86.50000000,Unspecified,1995/01/01 01:00:00,1996/06/30 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bradmoor_island-9414811-usa-noaa,Bradmoor_Island,9414811,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.18330000,-121.92300000,Unspecified,2004/01/01 01:00:00,2005/07/31 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
crockett-9415143-usa-noaa,Crockett,9415143,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.05830000,-122.22300000,Unspecified,1980/01/01 01:00:00,1988/09/01 17:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
coates_point-8533055-usa-noaa,Coates_Point,8533055,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.94830000, -74.11500000,Unspecified,1976/01/01 01:00:00,1977/12/01 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mouth_of_the_black_river_mi-9014091-usa-noaa,Mouth_Of_The_Black_River_Mi,9014091,USA,NOAA,National_Oceanic_and_Atmospheric_Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National_Oceanic_and_Atmospheric_Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  42.97470000, -82.41880600,Unspecified,2008/01/01 01:00:00,2009/12/15 13:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Lake,No obvious issues
port_ontario_lake_ontario_ny-9052025-usa-noaa,Port_Ontario_Lake_Ontario_Ny,9052025,USA,NOAA,National_Oceanic_and_Atmospheric_Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National_Oceanic_and_Atmospheric_Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  43.57361100, -76.20194400,Unspecified,1972/01/01 01:00:00,2018/11/05 15:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Lake,No obvious issues
swinomish-9448682-usa-noaa,Swinomish,9448682,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  48.45830000,-122.51300000,Unspecified,2015/01/01 01:00:00,2016/09/05 00:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
munden_point-8639908-usa-noaa,Munden_Point,8639908,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  36.57670000, -76.03830000,Unspecified,1995/01/01 01:00:00,1996/09/18 13:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
tall_pines_camp-8532721-usa-noaa,Tall_Pines_Camp,8532721,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.05830000, -74.11670000,Unspecified,1976/01/01 01:00:00,1977/06/01 14:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cainhoy-8664545-usa-noaa,Cainhoy,8664545,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  32.92670000, -79.83000000,Unspecified,1997/01/01 01:00:00,1998/06/18 11:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
penikese_island-8448248-usa-noaa,Penikese_Island,8448248,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  41.45000000, -70.92170000,Unspecified,1993/01/01 01:00:00,1994/10/05 16:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_morris-8518639-usa-noaa,Port_Morris,8518639,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.80170000, -73.90670000,Unspecified,2000/01/01 01:00:00,2001/08/24 08:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
punta_rassa-8725391-usa-noaa,Punta_Rassa,8725391,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  26.48830000, -82.01330000,Unspecified,1977/01/01 01:00:00,1978/08/04 17:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buntings_bridge-8570691-usa-noaa,Buntings_Bridge,8570691,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.13894000, -75.18352800,Unspecified,2013/01/01 01:00:00,2014/03/05 00:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
great_egg_harbor_bay-8534975-usa-noaa,Great_Egg_Harbor_Bay,8534975,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.28830000, -74.62830000,Unspecified,1977/01/01 01:00:00,1978/11/03 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
apalachicola_river-8728711-usa-noaa,Apalachicola_River,8728711,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  29.76330000, -85.03330000,Unspecified,1981/01/01 01:00:00,1982/12/02 17:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
state_road_312-8720582-usa-noaa,State_Road_312,8720582,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  29.86670000, -81.30670000,Unspecified,2003/01/01 01:00:00,2004/10/31 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
oak_island-8659182-usa-noaa,Oak_Island,8659182,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  33.90170000, -78.08170000,Unspecified,1996/01/01 01:00:00,1997/06/25 12:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lora_point-8729816-usa-noaa,Lora_Point,8729816,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.51500000, -87.16170000,Unspecified,1992/01/01 01:00:00,1993/11/03 23:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
golden_meadow-8762184-usa-noaa,Golden_Meadow,8762184,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  29.37330000, -90.26500000,Unspecified,1986/01/01 01:00:00,1987/11/02 13:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
card_sound_bridge-8723534-usa-noaa,Card_Sound_Bridge,8723534,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.28830000, -80.37000000,Unspecified,1970/01/01 01:00:00,1971/05/01 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
graveline_bayou_entrance-8742205-usa-noaa,Graveline_Bayou_Entrance,8742205,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.36170000, -88.66330000,Unspecified,1980/01/01 01:00:00,1981/11/01 18:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
money_island-8537052-usa-noaa,Money_Island,8537052,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.28500000, -75.23830000,Unspecified,1984/01/01 01:00:00,1985/05/04 15:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
landon-8745555-usa-noaa,Landon,8745555,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.43170000, -89.08170000,Unspecified,1979/01/01 01:00:00,1980/07/01 15:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cutler-8723289-usa-noaa,Cutler,8723289,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.61500000, -80.30500000,Unspecified,1971/01/01 01:00:00,1972/01/01 04:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
clambank_creek_dock-8662299-usa-noaa,Clambank_Creek_Dock,8662299,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  33.33330000, -79.19330000,Unspecified,1976/01/01 01:00:00,1977/06/13 16:00:00,2,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
